price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus_furnished,furnishingstatus_semi-furnished,furnishingstatus_unfurnished,RealPrice,PredictedPrice
4060000,5900,4,2,2,0,0,1,0,0,1,0,0,0,1,4060000.0,3611452.2
6650000,6500,3,2,3,1,0,0,0,1,0,1,1,0,0,6650000.0,7841049.5
3710000,4040,2,1,1,1,0,0,0,0,0,0,0,1,0,3710000.0,3328158.8
6440000,5000,3,1,2,1,0,0,0,1,0,0,0,1,0,6440000.0,4287365.0
2800000,3960,3,1,1,1,0,0,0,0,0,0,1,0,0,2800000.0,3828729.5
4900000,6720,3,1,1,1,0,0,0,0,0,0,0,0,1,4900000.0,3312003.8
5250000,8520,3,1,1,1,0,0,0,1,2,0,1,0,0,5250000.0,4552618.0
4543000,4990,4,2,2,1,1,1,0,0,0,1,1,0,0,4543000.0,5659301.5
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,0,1,2450000.0,3066263.8
3353000,2700,3,1,1,0,0,0,0,0,0,0,1,0,0,3353000.0,3692797.8
10150000,8580,4,3,4,1,0,0,0,1,2,1,0,1,0,10150000.0,10776982.0
2660000,3934,2,1,1,1,0,0,0,0,0,0,0,0,1,2660000.0,2750290.0
3360000,3720,2,1,1,0,0,0,0,1,0,0,0,0,1,3360000.0,2772167.8
3360000,3100,3,1,2,0,0,1,0,0,0,0,0,1,0,3360000.0,3615453.2
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,0,1,2275000.0,3219470.2
2660000,3630,3,3,2,0,1,0,0,0,0,0,0,0,1,2660000.0,4081364.8
2660000,2000,2,1,2,1,0,0,0,0,0,0,0,1,0,2660000.0,3173958.8
7350000,6000,3,1,2,1,0,0,0,1,1,0,0,0,1,7350000.0,4165988.5
2940000,5850,3,1,2,1,0,1,0,0,1,0,0,0,1,2940000.0,3866053.0
2870000,6000,2,1,1,1,0,0,0,0,0,0,0,1,0,2870000.0,3901677.0
6720000,5020,3,1,4,1,0,0,0,1,0,1,0,0,1,6720000.0,5782637.0
5425000,6825,3,1,1,1,1,1,0,1,0,1,0,1,0,5425000.0,5717048.5
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,0,1,1890000.0,2732381.0
5250000,3800,3,1,2,1,1,1,0,0,1,1,0,0,1,5250000.0,4632112.0
4193000,8250,3,1,1,1,0,1,0,0,3,0,0,1,0,4193000.0,5659432.0
12250000,9960,3,2,2,1,0,1,0,0,2,1,0,1,0,12250000.0,7727295.0
3080000,3090,2,1,1,1,1,1,0,0,0,0,0,0,1,3080000.0,3591874.0
5110000,3000,3,2,2,1,1,1,0,0,0,0,1,0,0,5110000.0,4543658.0
9800000,13200,3,1,2,1,0,1,0,1,2,1,1,0,0,9800000.0,8687517.0
2520000,3000,2,1,2,1,0,0,0,0,0,0,1,0,0,2520000.0,3844253.8
6790000,4000,3,2,2,1,0,1,0,1,0,1,0,1,0,6790000.0,7020226.5
3500000,3120,3,1,2,1,0,0,0,0,1,0,0,0,1,3500000.0,3525064.2
6650000,6000,3,2,3,1,1,0,0,1,0,0,1,0,0,6650000.0,6524708.5
2940000,6615,3,1,2,1,0,0,0,0,0,0,0,1,0,2940000.0,4037558.5
3325000,4775,4,1,2,1,0,0,0,0,0,0,0,0,1,3325000.0,3748038.8
4200000,4600,3,2,2,1,0,0,0,1,1,0,0,1,0,4200000.0,6283827.5
4900000,4646,3,1,2,1,1,1,0,0,2,0,0,1,0,4900000.0,4865840.0
3290000,3180,4,1,2,1,0,1,0,1,0,0,0,0,1,3290000.0,4168740.5
3500000,3480,3,1,1,0,0,0,0,1,0,0,0,0,1,3500000.0,2948317.2
2380000,2787,4,2,2,1,0,0,0,0,0,0,1,0,0,2380000.0,4209084.0
5495000,7980,3,1,1,1,0,0,0,0,2,0,0,1,0,5495000.0,4500246.0
3675000,3630,2,1,1,1,0,0,0,1,0,0,0,0,1,3675000.0,2789413.5
6650000,6420,3,2,3,1,0,0,0,1,0,1,1,0,0,6650000.0,7823532.5
4907000,4200,3,1,2,1,0,0,0,0,1,0,1,0,0,4907000.0,4319952.5
3150000,6750,2,1,1,1,0,0,0,0,0,0,0,1,0,3150000.0,4040566.0
4480000,5885,2,1,1,1,0,0,0,1,1,0,0,0,1,4480000.0,3246942.0
6580000,6000,3,2,4,1,0,0,0,1,0,0,0,1,0,6580000.0,6854509.0
5740000,4640,4,1,2,1,0,0,0,0,1,0,0,1,0,5740000.0,4166982.0
3003000,8050,2,1,1,1,0,0,0,0,0,0,0,0,1,3003000.0,3224619.0
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,0,1,1820000.0,2940118.0
8400000,7475,3,2,4,1,0,0,0,1,2,0,0,0,1,8400000.0,8390370.0
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,0,1,2450000.0,2917624.2
4270000,7770,2,1,1,1,0,0,0,0,1,0,1,0,0,4270000.0,4302841.5
4007500,4500,3,1,2,0,0,1,0,1,0,0,0,1,0,4007500.0,3744307.2
3234000,3640,4,1,2,1,0,1,0,0,0,0,0,0,1,3234000.0,3692702.0
1750000,2910,3,1,1,0,0,0,0,0,0,0,1,0,0,1750000.0,3737795.5
9800000,5750,3,2,4,1,1,0,0,1,1,1,0,0,1,9800000.0,8275039.5
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,0,1,2100000.0,3191457.2
4340000,6450,4,1,2,1,0,0,0,0,0,0,0,1,0,4340000.0,4265639.0
3045000,3800,2,1,1,1,0,0,0,0,0,0,0,0,1,3045000.0,2741003.0
3850000,3180,2,2,1,1,0,1,0,0,2,0,0,1,0,3850000.0,4175508.5
3500000,2135,3,2,2,0,0,0,0,0,0,0,0,0,1,3500000.0,2864716.2
4753000,6440,2,1,1,1,0,0,0,1,3,0,0,1,0,4753000.0,4268464.5
3080000,4960,2,1,1,1,0,1,0,1,0,0,0,0,1,3080000.0,3262815.2
4550000,5360,3,1,2,1,0,0,0,0,2,1,0,0,1,4550000.0,4466913.0
6510000,3760,3,1,2,1,0,0,1,0,2,0,0,1,0,6510000.0,4570322.5
6685000,6600,2,2,4,1,0,1,0,0,0,1,1,0,0,6685000.0,6824459.0
5110000,3000,3,1,2,1,0,1,0,0,0,0,0,0,1,5110000.0,3152247.8
4550000,8400,4,1,4,1,0,0,0,0,3,0,0,0,1,4550000.0,7063344.0
6650000,5700,3,1,1,1,1,1,0,1,2,1,1,0,0,6650000.0,6029244.5
3640000,2850,3,2,2,0,0,1,0,0,0,1,0,0,1,3640000.0,3336574.8
5600000,6360,3,1,3,1,0,0,0,0,0,1,0,1,0,5600000.0,4250614.0
3780000,8400,2,1,1,1,0,0,0,0,1,0,1,0,0,3780000.0,4478773.5
6615000,10500,3,2,1,1,0,1,0,1,1,1,1,0,0,6615000.0,8904003.0
3220000,2684,2,1,1,1,0,0,0,1,1,0,0,0,1,3220000.0,2712736.8
6650000,4260,4,2,2,1,0,0,1,0,0,0,0,1,0,6650000.0,5763048.5
4690000,3630,3,1,2,1,0,0,0,0,2,0,0,1,0,4690000.0,3945024.5
4830000,4815,2,1,1,1,0,0,0,1,0,1,0,1,0,4830000.0,4303996.5
6860000,6000,3,1,1,1,0,0,0,1,1,0,1,0,0,6860000.0,3815462.8
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,0,1,2233000.0,3340387.0
7035000,6360,4,2,3,1,0,0,0,1,2,1,1,0,0,7035000.0,8576605.0
4165000,4080,3,1,2,1,0,0,0,0,2,0,0,1,0,4165000.0,3961761.0
6195000,5500,3,2,1,1,1,1,0,0,2,1,1,0,0,6195000.0,6552619.5
6510000,6670,3,1,3,1,0,1,0,0,0,1,0,0,1,6510000.0,4755773.5
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,0,1,1890000.0,3126990.5
8190000,5960,3,3,2,1,1,1,0,0,1,0,0,0,1,8190000.0,6778669.0
2660000,2800,3,1,1,1,0,0,0,0,0,0,0,0,1,2660000.0,2956564.5
4193000,3450,3,1,2,1,0,0,0,0,1,0,0,1,0,4193000.0,3844446.5
13300000,7420,4,2,3,1,0,0,0,1,2,1,1,0,0,13300000.0,8674163.0
9681000,6000,4,3,2,1,1,1,1,0,2,0,0,1,0,9681000.0,8511786.0
4340000,1905,5,1,2,0,0,1,0,0,0,0,0,1,0,4340000.0,3339460.5
8645000,8050,3,1,1,1,1,1,0,1,1,0,1,0,0,8645000.0,4880218.0
3703000,5450,2,1,1,1,0,0,0,0,0,0,1,0,0,3703000.0,3772423.2
5145000,3410,3,1,2,0,0,0,0,1,0,0,0,1,0,5145000.0,3577335.2
6440000,8580,5,3,2,1,0,0,0,0,2,0,1,0,0,6440000.0,7350191.0
5950000,3700,4,1,2,1,1,0,0,1,0,0,1,0,0,5950000.0,4657207.5
5810000,5828,4,1,4,1,1,0,0,0,0,0,0,1,0,5810000.0,4916660.0
5740000,5800,3,2,4,1,0,0,0,1,0,0,0,0,1,5740000.0,6708487.0
6230000,5500,3,1,3,1,0,0,0,0,1,1,0,0,1,6230000.0,4711816.5
5600000,6600,4,2,1,1,0,1,0,0,0,1,0,1,0,5600000.0,5864798.0
3010000,3240,3,1,2,1,0,0,0,0,2,0,0,1,0,3010000.0,3930887.5
8890000,4600,3,2,2,1,1,0,0,1,2,0,1,0,0,8890000.0,6390982.5
4900000,2970,3,1,3,1,0,0,0,0,0,0,0,1,0,4900000.0,4018374.5
5530000,3300,3,3,2,1,0,1,0,0,0,0,0,1,0,5530000.0,5244484.0
9100000,6000,4,1,2,1,0,1,0,0,2,0,0,1,0,9100000.0,4850624.0
3773000,6930,4,1,2,0,0,0,0,0,1,0,1,0,0,3773000.0,4730677.0
7910000,6000,4,2,4,1,0,0,0,1,1,0,0,1,0,7910000.0,7135705.0
7350000,6000,3,2,2,1,1,0,0,1,1,0,0,1,0,7350000.0,6701310.0
5530000,6100,3,2,1,1,0,1,0,0,2,1,1,0,0,5530000.0,6701621.5
7525000,6000,3,2,4,1,0,0,0,1,1,0,1,0,0,7525000.0,7652707.5
6300000,7200,3,2,1,1,0,1,0,1,3,0,0,1,0,6300000.0,7781548.5
3920000,3816,2,1,1,1,0,1,0,1,2,0,1,0,0,3920000.0,4536412.0
3430000,2610,3,1,2,1,0,1,0,0,0,1,0,0,1,3430000.0,4066641.0
3010000,3750,3,1,2,1,0,0,0,0,0,0,0,0,1,3010000.0,3097015.2
4620000,5010,3,1,2,1,0,1,0,0,0,0,0,1,0,4620000.0,4361146.5
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,0,1,1750000.0,3084725.5
3010000,5076,3,1,1,0,0,0,0,0,0,0,0,0,1,3010000.0,2971391.5
2520000,3180,3,1,1,0,0,0,0,0,0,0,0,0,1,2520000.0,2712971.0
3710000,6020,3,1,1,1,0,0,0,0,0,0,0,1,0,3710000.0,4057808.5
3703000,3120,3,1,2,0,0,1,1,0,0,0,0,1,0,3703000.0,4326682.5
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,0,1,2450000.0,3343423.2
4200000,7000,3,1,1,1,0,0,0,0,3,0,1,0,0,4200000.0,4390117.5
3640000,3570,3,1,2,1,0,1,0,0,0,0,0,1,0,3640000.0,4095537.0
3640000,3000,2,1,2,1,0,0,0,1,0,0,1,0,0,3640000.0,3747493.0
5383000,6450,3,2,1,1,1,1,1,0,0,0,0,0,1,5383000.0,5692534.0
1767150,2400,3,1,1,0,0,0,0,0,0,0,0,1,0,1767150.0,3118821.5
5250000,5300,4,2,1,1,0,0,0,1,0,1,0,0,1,5250000.0,6555194.5
3500000,7424,3,1,1,0,0,0,0,0,0,0,0,0,1,3500000.0,3648562.2
6790000,12090,4,2,2,1,0,0,0,0,2,1,1,0,0,6790000.0,8340264.5
3920000,7260,3,2,1,1,1,1,0,0,3,0,1,0,0,3920000.0,7701763.5
3920000,3000,3,1,2,1,0,0,0,0,0,0,0,1,0,3920000.0,4119408.0
5810000,5200,3,1,3,1,0,0,0,1,0,0,0,1,0,5810000.0,5269497.5
5250000,8400,3,1,2,1,1,1,0,1,2,1,0,0,1,5250000.0,7451713.5
5950000,6525,3,2,4,1,0,0,0,0,1,0,1,0,0,5950000.0,6483925.5
3500000,3650,3,1,2,1,0,0,0,0,0,0,0,0,1,3500000.0,3109305.2
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,0,1,2408000.0,2724630.8
2660000,4000,3,1,1,1,0,0,0,0,0,0,0,1,0,2660000.0,3936343.0
5285000,4600,2,2,1,1,0,0,0,1,2,0,0,1,0,5285000.0,5623870.5
3675000,5640,2,1,1,0,0,0,0,0,0,0,0,1,0,3675000.0,3443576.8
4200000,3520,3,1,2,1,0,0,0,0,0,1,0,1,0,4200000.0,4468433.5
2275000,1836,2,1,1,0,0,1,0,0,0,0,0,1,0,2275000.0,3323065.0
3570000,3150,3,1,2,1,0,1,0,0,0,0,1,0,0,3570000.0,3710529.5
4620000,5680,3,1,2,1,1,0,0,1,1,0,0,1,0,4620000.0,4776055.0
4200000,2145,3,1,3,1,0,0,0,0,1,1,0,0,1,4200000.0,5090237.5
3087000,8100,2,1,1,1,0,0,0,0,1,0,0,0,1,3087000.0,3929821.8
3255000,3930,2,1,1,0,0,0,0,0,0,0,0,0,1,3255000.0,2760476.8
8855000,6420,3,2,2,1,0,0,0,1,1,1,0,1,0,8855000.0,7386363.0
3640000,4130,3,2,2,1,0,0,0,0,2,0,0,1,0,3640000.0,5328648.0
7343000,11440,4,1,2,1,0,1,0,0,1,1,0,1,0,7343000.0,8037829.5
4690000,9667,4,2,2,1,1,1,0,0,1,0,0,1,0,4690000.0,7454254.0
4305000,10360,2,1,1,1,0,0,0,0,1,1,0,1,0,4305000.0,5457313.0
3640000,5960,3,1,2,1,1,1,0,0,0,0,0,0,1,3640000.0,5035133.0
4403000,2880,3,1,2,1,0,0,0,0,0,1,0,1,0,4403000.0,4281977.5
4270000,6360,2,1,2,1,0,0,0,0,0,0,0,0,1,4270000.0,3640090.2
2940000,3480,3,1,2,0,0,0,0,0,1,0,0,1,0,2940000.0,3337051.5
4795000,8100,4,1,4,1,0,1,0,1,2,0,0,1,0,4795000.0,7583326.0
8540000,6540,4,2,2,1,1,1,0,1,2,1,1,0,0,8540000.0,7998528.0
4235000,2787,3,1,1,1,0,1,0,0,0,1,1,0,0,4235000.0,3531466.5
7700000,6480,3,2,4,1,0,0,0,1,2,0,0,0,1,7700000.0,7633367.5
3500000,3600,6,1,2,1,0,0,0,0,1,0,0,0,1,3500000.0,3375251.8
3360000,3185,2,1,1,1,0,1,0,0,2,0,1,0,0,3360000.0,3566844.5
4970000,4410,4,3,2,1,0,1,0,0,2,0,0,1,0,4970000.0,6469555.0
3150000,9000,3,1,2,1,0,0,0,0,2,0,0,1,0,3150000.0,5377366.0
5530000,3650,3,2,2,1,0,0,0,0,2,0,0,1,0,5530000.0,5132573.5
5880000,7160,3,1,1,1,0,1,0,0,2,1,0,0,1,5880000.0,5511869.5
3710000,3584,2,1,1,1,0,0,1,0,0,0,0,1,0,3710000.0,3183248.2
3640000,4280,2,1,1,1,0,0,0,1,2,0,0,1,0,3640000.0,4180738.0
8400000,7000,3,1,4,1,0,0,0,1,2,0,0,1,0,8400000.0,6094960.5
6083000,9620,3,1,1,1,0,1,0,0,2,1,1,0,0,6083000.0,6576015.5
4760000,9166,2,1,1,1,0,1,0,1,2,0,0,1,0,4760000.0,6783113.5
3080000,2160,3,1,2,0,0,1,0,0,0,0,0,1,0,3080000.0,3237873.0
5243000,6050,3,1,1,1,0,1,0,0,0,1,0,1,0,5243000.0,5134428.0
7245000,9000,4,2,4,1,1,0,0,1,1,1,1,0,0,7245000.0,8359762.0
4550000,5320,3,1,2,1,1,1,0,0,0,1,0,1,0,4550000.0,4879297.0
8575000,8800,3,2,2,1,0,0,0,1,2,0,1,0,0,8575000.0,7514561.0
8960000,8500,3,2,4,1,0,0,0,1,2,0,1,0,0,8960000.0,8768458.0
3500000,5880,2,1,1,1,0,0,0,0,0,0,0,0,1,3500000.0,3146866.5
6930000,13200,2,1,1,1,0,1,1,0,1,0,1,0,0,6930000.0,5040202.0
4613000,4510,4,2,2,1,0,1,0,0,0,0,0,1,0,4613000.0,4914173.5
4340000,4075,3,1,1,1,1,1,0,0,2,0,0,1,0,4340000.0,5094374.5
4473000,3510,3,1,2,1,0,0,0,0,0,0,0,1,0,4473000.0,4162489.0
3780000,2856,3,1,3,1,0,0,0,0,0,1,1,0,0,3780000.0,4051295.2
6300000,6000,4,2,4,1,0,0,0,0,1,0,0,1,0,6300000.0,6184895.0
5215000,4500,4,2,1,0,0,1,0,1,2,0,0,1,0,5215000.0,5780009.0
5040000,6600,3,1,1,1,1,1,0,0,0,1,1,0,0,5040000.0,5259706.5
4515000,3510,3,1,3,1,0,0,0,0,0,0,0,1,0,4515000.0,4309767.5
8645000,4560,3,2,2,1,1,1,0,1,1,0,1,0,0,8645000.0,6926931.0
2660000,3480,2,1,1,1,0,0,0,0,1,0,0,1,0,2660000.0,3939747.8
3118850,2398,3,1,1,1,0,0,0,0,0,1,0,1,0,3118850.0,4137252.5
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,0,1,2450000.0,3073166.2
10850000,7500,3,3,1,1,0,1,0,1,2,1,0,1,0,10850000.0,9006165.0
6020000,6900,3,2,1,1,1,1,0,0,0,1,0,0,1,6020000.0,5423135.0
7560000,6000,3,2,3,1,0,0,0,1,0,0,0,1,0,7560000.0,6791003.5
4123000,6060,2,1,1,1,0,1,0,0,1,0,0,1,0,4123000.0,4701209.5
4098500,3600,3,1,1,1,0,1,0,1,0,1,1,0,0,4098500.0,4523773.5
9100000,6600,4,2,2,1,1,1,0,1,1,1,0,0,1,9100000.0,7280549.0
7455000,4300,3,2,2,1,0,1,0,0,1,0,0,0,1,7455000.0,4086537.2
4900000,4770,3,1,1,1,1,1,0,0,0,0,0,1,0,4900000.0,4586553.0
3423000,4040,2,1,1,1,0,0,0,0,0,0,0,0,1,3423000.0,2850805.8
12215000,7500,4,2,2,1,0,1,0,1,3,1,1,0,0,12215000.0,8528444.0
4382000,4950,4,1,2,1,0,0,0,1,0,0,0,1,0,4382000.0,4643824.0
3850000,5300,5,2,2,1,0,0,0,0,0,0,0,1,0,3850000.0,5516576.0
7140000,6000,3,2,2,1,1,0,0,0,1,0,0,1,0,7140000.0,5471587.5
4970000,7686,3,1,1,1,1,1,1,0,0,0,0,1,0,4970000.0,5052273.5
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,0,1,2380000.0,2691080.5
6090000,6600,3,1,1,1,1,1,0,0,2,1,0,1,0,6090000.0,5615759.5
3710000,4050,2,1,1,1,0,0,0,0,0,0,1,0,0,3710000.0,3320429.8
4200000,3640,3,2,2,1,0,1,0,0,0,0,0,0,1,4200000.0,3325553.5
8400000,5500,4,2,2,1,0,1,0,1,1,1,0,1,0,8400000.0,7709753.0
4620000,3880,3,2,2,1,0,1,0,0,2,0,0,1,0,4620000.0,5327743.5
4900000,12900,3,1,1,1,0,0,0,0,2,0,1,0,0,4900000.0,5677073.5
8463000,6000,3,2,4,1,1,1,0,1,0,1,0,1,0,8463000.0,7461643.5
10150000,16200,5,3,2,1,0,0,0,0,0,0,0,0,1,10150000.0,9783806.0
5215000,7200,3,1,2,1,1,1,0,0,1,1,1,0,0,5215000.0,5985001.5
7420000,7440,3,2,4,1,0,0,0,0,1,1,0,0,1,7420000.0,7145285.5
6107500,3240,4,1,3,1,0,0,0,0,1,0,0,1,0,6107500.0,4164397.0
7980000,9000,4,2,4,1,0,0,0,1,2,0,1,0,0,7980000.0,8839724.0
5495000,2817,4,2,2,0,1,1,0,0,1,0,1,0,0,5495000.0,4086520.0
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,0,1,2450000.0,3265699.5
5950000,6420,3,1,1,1,0,1,0,1,0,1,1,0,0,5950000.0,5153065.5
3465000,2145,3,1,3,1,0,0,0,0,0,1,1,0,0,3465000.0,4524231.0
6020000,6800,2,1,1,1,1,1,0,0,2,0,1,0,0,6020000.0,4773650.0
2450000,3210,3,1,2,1,0,1,0,0,0,0,0,0,1,2450000.0,3361226.0
4900000,5400,4,1,2,1,0,0,0,0,0,0,0,1,0,4900000.0,4333306.0
5250000,9800,4,2,2,1,1,0,0,0,2,0,0,1,0,5250000.0,6710845.5
3605000,4500,2,1,1,1,0,0,0,0,0,0,0,1,0,3605000.0,3471947.5
4690000,4320,3,1,1,1,0,0,0,0,0,1,0,1,0,4690000.0,4168684.8
5600000,4700,4,1,2,1,1,1,0,1,1,0,1,0,0,5600000.0,6424866.0
5005000,8150,3,2,1,1,1,1,0,0,0,0,0,1,0,5005000.0,5954277.5
3360000,4120,2,1,2,1,0,0,0,0,0,0,0,0,1,3360000.0,3146576.8
3290000,3480,4,1,2,0,0,0,0,0,1,0,0,1,0,3290000.0,3493551.2
4543000,4100,2,2,1,1,1,1,0,0,0,0,0,1,0,4543000.0,4788370.0
4200000,5850,2,1,1,1,1,1,0,0,2,0,0,1,0,4200000.0,4698842.0
3395000,4785,3,1,2,1,1,1,0,1,1,0,1,0,0,3395000.0,5998802.5
2653000,4000,3,1,2,1,0,0,0,1,0,0,0,0,1,2653000.0,4046722.5
5652500,6660,4,2,2,1,1,1,0,0,1,1,0,1,0,5652500.0,6433406.0
3395000,3450,3,1,1,1,0,1,0,0,2,0,0,0,1,3395000.0,3699419.0
6895000,7700,3,2,1,1,0,0,0,0,2,0,0,0,1,6895000.0,5286575.0
4270000,4500,2,1,1,1,0,0,0,1,2,0,1,0,0,4270000.0,4586120.0
4690000,6000,2,1,1,1,0,1,0,1,1,0,1,0,0,4690000.0,4971920.0
5250000,4260,4,1,2,1,0,1,0,1,0,0,1,0,0,5250000.0,4828618.5
5075000,5720,2,1,2,1,0,0,0,1,0,1,0,0,1,5075000.0,5436871.5
3990000,3960,3,1,2,1,0,0,0,0,0,0,1,0,0,3990000.0,3805487.0
3325000,4040,2,1,1,1,0,0,0,0,1,0,0,0,1,3325000.0,2910830.5
2695000,4000,2,1,1,1,0,0,0,0,0,0,0,0,1,2695000.0,2749581.8
5033000,4800,2,1,1,1,1,1,0,0,0,0,0,1,0,5033000.0,4604747.0
6615000,4000,3,2,2,1,0,1,0,1,1,0,0,1,0,6615000.0,5424939.5
6090000,6615,4,2,2,1,1,0,1,0,1,0,0,1,0,6090000.0,6961933.0
4200000,5500,3,1,2,1,0,0,0,1,0,0,0,0,1,4200000.0,4374997.5
5600000,5000,3,1,4,1,0,0,0,0,0,0,1,0,0,5600000.0,4412499.0
6405000,4800,3,2,4,1,1,0,0,1,0,0,1,0,0,6405000.0,6642750.0
5565000,5400,5,1,2,1,1,1,0,1,0,1,1,0,0,5565000.0,7119772.0
3080000,4500,2,1,2,1,0,0,1,0,1,0,0,1,0,3080000.0,4837342.0
3150000,3500,2,1,1,0,0,1,0,0,0,0,0,1,0,3150000.0,2641981.5
4480000,8250,3,1,1,1,0,0,0,0,0,0,1,0,0,4480000.0,4188568.0
4277000,3400,3,1,2,1,0,1,0,0,2,1,0,1,0,4277000.0,5145181.0
3465000,3060,3,1,1,1,0,0,0,0,0,0,0,0,1,3465000.0,2615628.5
4319000,4032,2,1,1,1,0,1,0,0,0,0,1,0,0,4319000.0,3655182.8
6195000,6350,3,2,3,1,1,0,0,1,0,0,1,0,0,6195000.0,6460487.5
4025000,3460,3,2,1,1,0,1,0,1,1,0,1,0,0,4025000.0,5719811.5
6650000,4040,3,1,2,1,0,1,1,0,1,0,1,0,0,6650000.0,4824041.0
3780000,4820,3,1,2,1,0,0,0,0,0,0,0,1,0,3780000.0,3911457.2
2380000,2475,3,1,2,1,0,0,0,0,0,0,1,0,0,2380000.0,3553314.5
5950000,7020,3,1,1,1,0,1,0,1,2,1,0,1,0,5950000.0,6231508.0
4060000,4340,3,1,1,1,0,0,0,0,0,0,0,1,0,4060000.0,3453571.0
3885000,3780,2,1,2,1,1,1,0,0,0,0,0,1,0,3885000.0,4467504.5
3500000,12944,3,1,1,1,0,0,0,0,0,0,0,0,1,3500000.0,5046762.5
2852500,5200,4,1,3,1,0,0,0,0,0,0,0,0,1,2852500.0,3765437.8
4200000,2610,4,3,2,0,0,0,0,0,0,0,0,1,0,4200000.0,4643954.5
2940000,3600,3,1,2,0,0,0,0,0,1,0,0,0,1,2940000.0,3202257.2
